Job Title,Job Number,Job Grade,Job Agency,Application Due By,Link To Job
"Cleaner, South Beach Psychiatric Center, Cleaner, P22388",99538,05,"Mental Health, Office of",08/18/22,"[<a href=""vacancyDetailsView.cfm?id=99538"">Cleaner, South Beach Psychiatric Center, Cleaner, P22388</a>]"
"Food Service Worker 1, South Beach Psychiatric Center, Food Service, P22389",99552,05,"Mental Health, Office of",08/18/22,"[<a href=""vacancyDetailsView.cfm?id=99552"">Food Service Worker 1, South Beach Psychiatric Center, Food Service, P22389</a>]"
"C220029 - Service & Repair Assistant (HVAC-R), Facilities - Campus Operations",99608,09,University at Buffalo,03/01/23,"[<a href=""vacancyDetailsView.cfm?id=99608"">C220029 - Service &amp; Repair Assistant (HVAC-R), Facilities - Campus Operations</a>]"
"Executive Coordinator, Box P12-2154/21142",99630,NS,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=99630"">Executive Coordinator, Box P12-2154/21142</a>]"
"Project Coordinator, Box OHE-917/51578",99857,NS,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=99857"">Project Coordinator, Box OHE-917/51578</a>]"
"Nurse Practitioner (Psychiatry), South Beach Psychiatric Center, P22415",99966,24,"Mental Health, Office of",08/24/22,"[<a href=""vacancyDetailsView.cfm?id=99966"">Nurse Practitioner (Psychiatry), South Beach Psychiatric Center, P22415</a>]"
"Plant Utilities Assistant, New York State Psychiatric Institute, P22422",100034,09,"Mental Health, Office of",08/30/22,"[<a href=""vacancyDetailsView.cfm?id=100034"">Plant Utilities Assistant, New York State Psychiatric Institute, P22422</a>]"
"Project Coordinator, Box OHE-910/51574",100045,NS,"Education Department, State",06/30/23,"[<a href=""vacancyDetailsView.cfm?id=100045"">Project Coordinator, Box OHE-910/51574</a>]"
General Mechanic-REPOST,100092,12,"Military and Naval Affairs, Division of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=100092"">General Mechanic-REPOST</a>]"
"Pharmacy Aide, Capital District Psychiatric Center, P22459",100232,07,"Mental Health, Office of",09/30/22,"[<a href=""vacancyDetailsView.cfm?id=100232"">Pharmacy Aide, Capital District Psychiatric Center, P22459</a>]"
C220020 - Facility Operations Assistant 1 (Utilities) - Campus Operations,100278,06,University at Buffalo,09/01/22,"[<a href=""vacancyDetailsView.cfm?id=100278"">C220020 - Facility Operations Assistant 1 (Utilities) - Campus Operations</a>]"
C220035 - Trades Specialist (Plumber Steamfitter) - Campus Operations,100282,12,University at Buffalo,09/03/22,"[<a href=""vacancyDetailsView.cfm?id=100282"">C220035 - Trades Specialist (Plumber Steamfitter) - Campus Operations</a>]"
"Licensed Master Social Worker 1, Secure Treatment and Rehabilitations Center, STARC, Bridgeview, P22464",100327,18,"Mental Health, Office of",09/22/22,"[<a href=""vacancyDetailsView.cfm?id=100327"">Licensed Master Social Worker 1, Secure Treatment and Rehabilitations Center, STARC, Bridgeview, P22464</a>]"
"Licensed Master Social Worker 2, Secure Treatment and Rehabilitation Center, STARC, Oakview, P22466",100329,20,"Mental Health, Office of",09/22/22,"[<a href=""vacancyDetailsView.cfm?id=100329"">Licensed Master Social Worker 2, Secure Treatment and Rehabilitation Center, STARC, Oakview, P22466</a>]"
Disaster Preparedness Assistant,100364,12,"Homeland Security and Emergency Services, Division of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=100364"">Disaster Preparedness Assistant</a>]"
Disaster Assistance Representative,100374,NS,"Homeland Security and Emergency Services, Division of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=100374"">Disaster Assistance Representative</a>]"
Clinical Physician 1 or 2 Per Diem,100456,36,"Corrections and Community Supervision, Department of ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=100456"">Clinical Physician 1 or 2 Per Diem</a>]"
Nurse 2,100471,16,"Corrections and Community Supervision, Department of ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=100471"">Nurse 2</a>]"
Nurse 2,100474,16,"Corrections and Community Supervision, Department of ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=100474"">Nurse 2</a>]"
Nurse 2     RN2          EOA 22-047,100480,16,"People With Developmental Disabilities, Office for",09/10/22,"[<a href=""vacancyDetailsView.cfm?id=100480"">Nurse 2     RN2          EOA 22-047</a>]"
"Recreation Therapist - Music, Creedmoor Psychiatric Center, P22473",100520,14,"Mental Health, Office of",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=100520"">Recreation Therapist - Music, Creedmoor Psychiatric Center, P22473</a>]"
"Licensed Master Social Worker 2, Elmira Psychiatric Center, P22474",100543,20,"Mental Health, Office of",09/05/22,"[<a href=""vacancyDetailsView.cfm?id=100543"">Licensed Master Social Worker 2, Elmira Psychiatric Center, P22474</a>]"
"Licensed Master Social Worker 2, Mid-Hudson Forensic Psychiatric Center, P22476",100552,20,"Mental Health, Office of",08/26/22,"[<a href=""vacancyDetailsView.cfm?id=100552"">Licensed Master Social Worker 2, Mid-Hudson Forensic Psychiatric Center, P22476</a>]"
"Licensed Psychologist, New York City Children's Center, Part-Time - Full-time,   P22478",100559,25,"Mental Health, Office of",12/30/22,"[<a href=""vacancyDetailsView.cfm?id=100559"">Licensed Psychologist, New York City Children's Center, Part-Time - Full-time,   P22478</a>]"
"Associate Psychologist, New York City Children's Center, Queens Campus, P22479",100560,23,"Mental Health, Office of",12/30/22,"[<a href=""vacancyDetailsView.cfm?id=100560"">Associate Psychologist, New York City Children's Center, Queens Campus, P22479</a>]"
"Psychiatrist 2, New York City Children's Center, Bronx Campus, Part-Time, P22480",100570,38,"Mental Health, Office of",12/30/22,"[<a href=""vacancyDetailsView.cfm?id=100570"">Psychiatrist 2, New York City Children's Center, Bronx Campus, Part-Time, P22480</a>]"
Disaster Preparedness Program Representative 1,100662,14,"Homeland Security and Emergency Services, Division of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=100662"">Disaster Preparedness Program Representative 1</a>]"
"Nurse 2, Continuous Recruitment, Box ROM-315/00201",100679,16,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=100679"">Nurse 2, Continuous Recruitment, Box ROM-315/00201</a>]"
"Dietitian 2, Washington Heights Psychiatric Unit, P22858",100721,18,"Mental Health, Office of",09/15/22,"[<a href=""vacancyDetailsView.cfm?id=100721"">Dietitian 2, Washington Heights Psychiatric Unit, P22858</a>]"
"Print Equipment Operator 2, Box PIMS-556/01368",100729,09,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=100729"">Print Equipment Operator 2, Box PIMS-556/01368</a>]"
Pharmacy Consultant ,100731,25,"Health, Department of ",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=100731"">Pharmacy Consultant </a>]"
"Cleaner,  Secure Treament and Rehabilitation Center, STARC, Oakview, Marcy, Cleaner, P22487",100732,05,"Mental Health, Office of",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=100732"">Cleaner,  Secure Treament and Rehabilitation Center, STARC, Oakview, Marcy, Cleaner, P22487</a>]"
"Print Equipment Operator 2, Box PIMS-554/01366",100733,09,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=100733"">Print Equipment Operator 2, Box PIMS-554/01366</a>]"
Bridge Repair Assistant/Trainee 1/Trainee 2 (Region 2 - Utica),100737,09,"Transportation, Department of ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=100737"">Bridge Repair Assistant/Trainee 1/Trainee 2 (Region 2 - Utica)</a>]"
Bridge Repair Assistant/Trainee 1/Trainee 2 (Region 2 - Canajoharie),100738,09,"Transportation, Department of ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=100738"">Bridge Repair Assistant/Trainee 1/Trainee 2 (Region 2 - Canajoharie)</a>]"
Bridge Repair Assistant/Trainee 1/Trainee 2 (Region 2 - Oneida),100739,09,"Transportation, Department of ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=100739"">Bridge Repair Assistant/Trainee 1/Trainee 2 (Region 2 - Oneida)</a>]"
Tree Pruner (Region 2),100741,08,"Transportation, Department of ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=100741"">Tree Pruner (Region 2)</a>]"
"C220036 - Trades Specialist (Electrician), Facilities - Campus Operations",100815,12,University at Buffalo,03/08/23,"[<a href=""vacancyDetailsView.cfm?id=100815"">C220036 - Trades Specialist (Electrician), Facilities - Campus Operations</a>]"
"Superintendent, School for the Deaf, Box ROM-354/00001",100821,NS,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=100821"">Superintendent, School for the Deaf, Box ROM-354/00001</a>]"
Tree Pruner (Region 10),100891,08,"Transportation, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=100891"">Tree Pruner (Region 10)</a>]"
"Teacher 2 / Teacher 3 / Teacher 4 - Substitute Temporary, Rockland Children's Psychiatric Center, P22506",100979,NS,"Mental Health, Office of",08/15/22,"[<a href=""vacancyDetailsView.cfm?id=100979"">Teacher 2 / Teacher 3 / Teacher 4 - Substitute Temporary, Rockland Children's Psychiatric Center, P22506</a>]"
Temporary Maintenance Assistant (Summer 2022) OPEN UNTIL FILLED,101185,Hourly,University at Albany,08/31/22,"[<a href=""vacancyDetailsView.cfm?id=101185"">Temporary Maintenance Assistant (Summer 2022) OPEN UNTIL FILLED</a>]"
Temporary Facilities Operations Assistant 1 Summer 2022 (Grounds) OPEN UNTIL FILLED,101186,Hourly,University at Albany,08/31/22,"[<a href=""vacancyDetailsView.cfm?id=101186"">Temporary Facilities Operations Assistant 1 Summer 2022 (Grounds) OPEN UNTIL FILLED</a>]"
Temporary Facilities Operations Assistant 1 (Summer 2022) OPEN UNTIL FILLED,101188,Hourly,University at Albany,08/31/22,"[<a href=""vacancyDetailsView.cfm?id=101188"">Temporary Facilities Operations Assistant 1 (Summer 2022) OPEN UNTIL FILLED</a>]"
Temporary Cleaner (Summer 2022) OPEN UNTIL FILLED,101191,Hourly,University at Albany,08/31/22,"[<a href=""vacancyDetailsView.cfm?id=101191"">Temporary Cleaner (Summer 2022) OPEN UNTIL FILLED</a>]"
"Psychiatrist 1/2, South Beach Psychiatric Center, Coney Island Outpatient Clinic, P22503",101238,38,"Mental Health, Office of",08/22/22,"[<a href=""vacancyDetailsView.cfm?id=101238"">Psychiatrist 1/2, South Beach Psychiatric Center, Coney Island Outpatient Clinic, P22503</a>]"
"Licensed Psychologist, Mid-Hudson Forensic Psychiatric Center, P22541",101276,25,"Mental Health, Office of",08/16/22,"[<a href=""vacancyDetailsView.cfm?id=101276"">Licensed Psychologist, Mid-Hudson Forensic Psychiatric Center, P22541</a>]"
"Medical Specialist 2, Part-Time, Mid-Hudson Forensic Psychiatric Center, Physician, P22542",101277,38,"Mental Health, Office of",08/26/22,"[<a href=""vacancyDetailsView.cfm?id=101277"">Medical Specialist 2, Part-Time, Mid-Hudson Forensic Psychiatric Center, Physician, P22542</a>]"
Deputy Superintendent for Insurance,101499,NS,"Financial Services, Department of",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=101499"">Deputy Superintendent for Insurance</a>]"
"Instructor (Special Education/Teacher of the Deaf), Box ROM-352/00123",101553,NS,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=101553"">Instructor (Special Education/Teacher of the Deaf), Box ROM-352/00123</a>]"
"Print Equipment Operator 3, Box PIMS-555/01333",101655,12,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=101655"">Print Equipment Operator 3, Box PIMS-555/01333</a>]"
"Project Coordinator, Box OHE-920/51520",102186,NS,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=102186"">Project Coordinator, Box OHE-920/51520</a>]"
Hourly Nurse 2 Psychiatric or Nurse 1 (Creedmoor ATC),102225,Hourly,"Addiction Services and Supports, Office of ",03/31/23,"[<a href=""vacancyDetailsView.cfm?id=102225"">Hourly Nurse 2 Psychiatric or Nurse 1 (Creedmoor ATC)</a>]"
Virtual Currency Supervision Director ,102238,33,"Financial Services, Department of",08/15/22,"[<a href=""vacancyDetailsView.cfm?id=102238"">Virtual Currency Supervision Director </a>]"
Licensed Practical Nurse (Hourly) - Creedmoor Addiction Treatment Center,102251,NS,"Addiction Services and Supports, Office of ",03/31/23,"[<a href=""vacancyDetailsView.cfm?id=102251"">Licensed Practical Nurse (Hourly) - Creedmoor Addiction Treatment Center</a>]"
Rent Examiner 2,102268,14,Homes and Community Renewal,08/31/22,"[<a href=""vacancyDetailsView.cfm?id=102268"">Rent Examiner 2</a>]"
RN2 - Nurse 2   EOA# 22-063,102278,16,"People With Developmental Disabilities, Office for",10/06/22,"[<a href=""vacancyDetailsView.cfm?id=102278"">RN2 - Nurse 2   EOA# 22-063</a>]"
"Nurse 2 Psychiatric, Central New York Psychiatric Center - Auburn Satellite Unit, P22607",102311,16,"Mental Health, Office of",08/25/22,"[<a href=""vacancyDetailsView.cfm?id=102311"">Nurse 2 Psychiatric, Central New York Psychiatric Center - Auburn Satellite Unit, P22607</a>]"
"Recreation Therapist, Creedmoor Psychiatric Center, P22623",102425,14,"Mental Health, Office of",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=102425"">Recreation Therapist, Creedmoor Psychiatric Center, P22623</a>]"
C220052 - Facility Operations Assistant 1 (Grounds) – Campus Operations,102550,06,University at Buffalo,10/07/22,"[<a href=""vacancyDetailsView.cfm?id=102550"">C220052 - Facility Operations Assistant 1 (Grounds) – Campus Operations</a>]"
Nurse 2 Psy/Nurse 1 Hourly (South Beach ATC),102648,Hourly,"Addiction Services and Supports, Office of ",03/31/23,"[<a href=""vacancyDetailsView.cfm?id=102648"">Nurse 2 Psy/Nurse 1 Hourly (South Beach ATC)</a>]"
Test Center Monitor,102729,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102729"">Test Center Monitor</a>]"
Test Center Supervisor,102732,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102732"">Test Center Supervisor</a>]"
"Trades Specialist (Electrician), Box PIMS-559/01057",102733,12,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=102733"">Trades Specialist (Electrician), Box PIMS-559/01057</a>]"
Test Center Supervisor,102735,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102735"">Test Center Supervisor</a>]"
Test Center Monitor,102737,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102737"">Test Center Monitor</a>]"
Test Center Monitor,102738,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102738"">Test Center Monitor</a>]"
Test Center Monitor,102739,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102739"">Test Center Monitor</a>]"
Test Center Supervisor,102741,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102741"">Test Center Supervisor</a>]"
Test Center Supervisor,102742,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102742"">Test Center Supervisor</a>]"
Test Center Supervisor,102743,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102743"">Test Center Supervisor</a>]"
Test Center Monitor,102745,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102745"">Test Center Monitor</a>]"
Test Center Monitor,102750,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102750"">Test Center Monitor</a>]"
"Associate Psychologist, Mid-Hudson Forensic Psychiatric Center, P22651",102768,23,"Mental Health, Office of",08/16/22,"[<a href=""vacancyDetailsView.cfm?id=102768"">Associate Psychologist, Mid-Hudson Forensic Psychiatric Center, P22651</a>]"
Test Center Monitor,102804,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102804"">Test Center Monitor</a>]"
Test Center Monitor,102807,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102807"">Test Center Monitor</a>]"
Test Center Monitor,102817,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102817"">Test Center Monitor</a>]"
Test Center Monitor,102823,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102823"">Test Center Monitor</a>]"
Test Center Monitor,102825,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102825"">Test Center Monitor</a>]"
Test Center Monitor,102826,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102826"">Test Center Monitor</a>]"
Test Center Monitor,102827,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102827"">Test Center Monitor</a>]"
Test Center Monitor,102828,Hourly,"Civil Service, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=102828"">Test Center Monitor</a>]"
