Job Title,Job Number,Job Grade,Job Agency,Application Due By,Link To Job
Licensed Practical Nurse ,108547,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108547"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108549,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108549"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108551,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108551"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108553,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108553"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108555,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108555"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108557,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108557"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108559,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108559"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108561,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108561"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse,108563,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108563"">Licensed Practical Nurse</a>]"
Licensed Practical Nurse ,108565,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108565"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108567,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108567"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108569,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108569"">Licensed Practical Nurse </a>]"
Licensed Practical Nurse ,108571,10,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108571"">Licensed Practical Nurse </a>]"
Nurse 2 ,108573,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108573"">Nurse 2 </a>]"
Nurse 2 ,108577,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108577"">Nurse 2 </a>]"
Nurse 2 ,108580,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108580"">Nurse 2 </a>]"
Nurse 2 ,108582,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108582"">Nurse 2 </a>]"
Communications Director (Lieutenant Governor's Office),108584,NS,Executive Chamber of New York State,08/04/22,"[<a href=""vacancyDetailsView.cfm?id=108584"">Communications Director (Lieutenant Governor's Office)</a>]"
Call Center Representative 1,108586,NS,"Children & Family Services, Office of ",08/14/22,"[<a href=""vacancyDetailsView.cfm?id=108586"">Call Center Representative 1</a>]"
Nurse 2,108594,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108594"">Nurse 2</a>]"
Nurse 2,108596,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108596"">Nurse 2</a>]"
Nurse 2,108599,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108599"">Nurse 2</a>]"
"Project Associate, Executive Office",108610,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108610"">Project Associate, Executive Office</a>]"
Nurse 2,108613,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108613"">Nurse 2</a>]"
Nurse 2 ,108615,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108615"">Nurse 2 </a>]"
Nurse 2 ,108617,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108617"">Nurse 2 </a>]"
Nurse 2 ,108619,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108619"">Nurse 2 </a>]"
Nurse 2 ,108621,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108621"">Nurse 2 </a>]"
Nurse 2 ,108623,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108623"">Nurse 2 </a>]"
Nurse 2 ,108626,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108626"">Nurse 2 </a>]"
Nurse 2 ,108629,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108629"">Nurse 2 </a>]"
Senior Certification Analyst,108631,18,"Empire State Development, NYS ",08/14/22,"[<a href=""vacancyDetailsView.cfm?id=108631"">Senior Certification Analyst</a>]"
Nurse 2 ,108633,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108633"">Nurse 2 </a>]"
"Project Director, Small Business, HCDC	",108635,NS,"Empire State Development, NYS ",09/14/22,"[<a href=""vacancyDetailsView.cfm?id=108635"">Project Director, Small Business, HCDC	</a>]"
Nurse 2 ,108640,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108640"">Nurse 2 </a>]"
Nurse 2 ,108643,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108643"">Nurse 2 </a>]"
Nurse 2 ,108646,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108646"">Nurse 2 </a>]"
Nurse 2 ,108650,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108650"">Nurse 2 </a>]"
Junior Landscape Architect/Landscape Architect,108655,15,"Transportation, Department of ",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=108655"">Junior Landscape Architect/Landscape Architect</a>]"
Nurse 2 ,108670,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108670"">Nurse 2 </a>]"
Nurse 2,108674,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108674"">Nurse 2</a>]"
Nurse 2,108676,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108676"">Nurse 2</a>]"
Nurse 2 ,108678,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108678"">Nurse 2 </a>]"
Nurse 2 ,108680,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108680"">Nurse 2 </a>]"
Nurse 2 ,108683,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108683"">Nurse 2 </a>]"
Nurse 2 ,108687,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108687"">Nurse 2 </a>]"
Nurse 2 ,108690,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108690"">Nurse 2 </a>]"
Nurse 2 ,108692,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108692"">Nurse 2 </a>]"
Nurse 2,108694,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108694"">Nurse 2</a>]"
Nurse 2 ,108697,16,"People With Developmental Disabilities, Office for",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108697"">Nurse 2 </a>]"
Professional Engineer 1 (Civil/Transportation) ,108699,24,Thruway Authority,08/01/22,"[<a href=""vacancyDetailsView.cfm?id=108699"">Professional Engineer 1 (Civil/Transportation) </a>]"
Office Assistant 1,108703,06,"Financial Services, Department of",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=108703"">Office Assistant 1</a>]"
General Mechanic,108708,12,"Military and Naval Affairs, Division of ",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108708"">General Mechanic</a>]"
General Mechanic,108712,12,"Military and Naval Affairs, Division of ",10/15/22,"[<a href=""vacancyDetailsView.cfm?id=108712"">General Mechanic</a>]"
Environmental Specialist 1/Environmental Specialist Trainee 1/2,108723,18,"Transportation, Department of ",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=108723"">Environmental Specialist 1/Environmental Specialist Trainee 1/2</a>]"
"Assistant Counsel, Box OP-1503/21249",108731,NS,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=108731"">Assistant Counsel, Box OP-1503/21249</a>]"
"Education Credentials Specialist 1, Education Credentials Specialist Trainee 1, Box OP-1526/14696",108751,18,"Education Department, State",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=108751"">Education Credentials Specialist 1, Education Credentials Specialist Trainee 1, Box OP-1526/14696</a>]"
Youth Support Assistant (Hourly),108759,NS,"Children & Family Services, Office of ",08/15/22,"[<a href=""vacancyDetailsView.cfm?id=108759"">Youth Support Assistant (Hourly)</a>]"
"Mental Health Therapy Aide (MHTA) - Direct Care Positions, Rochester Psychiatric Center, P23126 ",108763,09,"Mental Health, Office of",08/18/22,"[<a href=""vacancyDetailsView.cfm?id=108763"">Mental Health Therapy Aide (MHTA) - Direct Care Positions, Rochester Psychiatric Center, P23126 </a>]"
Youth Counselor 1,108767,18,"Children & Family Services, Office of ",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108767"">Youth Counselor 1</a>]"
Children and Family Services Specialist 1 (Minority Group),108773,18,"Children & Family Services, Office of ",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108773"">Children and Family Services Specialist 1 (Minority Group)</a>]"
"Associate in Higher Education Opportunity, Box OHE-951/14055",108782,26,"Education Department, State",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=108782"">Associate in Higher Education Opportunity, Box OHE-951/14055</a>]"
"Senior Health Care Fiscal Analyst/Health Care Fiscal Analyst Trainee 1, Central Office;",108785,18,"Mental Health, Office of",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108785"">Senior Health Care Fiscal Analyst/Health Care Fiscal Analyst Trainee 1, Central Office;</a>]"
Nurse Administrator 1 Psychiatric (M.A. Stutzman ATC),108789,20,"Addiction Services and Supports, Office of ",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108789"">Nurse Administrator 1 Psychiatric (M.A. Stutzman ATC)</a>]"
Senior Construction Manager	,108791,NS,"Empire State Development, NYS ",09/18/22,"[<a href=""vacancyDetailsView.cfm?id=108791"">Senior Construction Manager	</a>]"
Senior Architect NYC Metro Region Architect,108793,24,"General Services, Office of ",08/25/22,"[<a href=""vacancyDetailsView.cfm?id=108793"">Senior Architect NYC Metro Region Architect</a>]"
Assistant Architect,108795,20,"General Services, Office of ",08/25/22,"[<a href=""vacancyDetailsView.cfm?id=108795"">Assistant Architect</a>]"
Trades Generalist ,108801,12,"Parks, Recreation & Historic Preservation, Office of ",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=108801"">Trades Generalist </a>]"
Trades Generalist ,108805,12,"Parks, Recreation & Historic Preservation, Office of ",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=108805"">Trades Generalist </a>]"
Professional Engineer 1 Mechanical,108808,24,"People With Developmental Disabilities, Office for",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=108808"">Professional Engineer 1 Mechanical</a>]"
"Sr. Project Manager-Strategic Planning, Partnerships & Programs: Film, Tech, & New Media",108811,NS,"Empire State Development, NYS ",09/18/22,"[<a href=""vacancyDetailsView.cfm?id=108811"">Sr. Project Manager-Strategic Planning, Partnerships &amp; Programs: Film, Tech, &amp; New Media</a>]"
"Automotive Facilities Inspector, or Automotive Facilities Inspector Trainee 1/2",108813,16,"Motor Vehicles, Department of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=108813"">Automotive Facilities Inspector, or Automotive Facilities Inspector Trainee 1/2</a>]"
"Automotive Facilities Inspector, or Automotive Facilities Inspector Trainee 1/2",108815,16,"Motor Vehicles, Department of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=108815"">Automotive Facilities Inspector, or Automotive Facilities Inspector Trainee 1/2</a>]"
Research Scientist 3 (Biostatistics) - 22397,108818,25,"Health, Department of ",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=108818"">Research Scientist 3 (Biostatistics) - 22397</a>]"
Public Health Nutritionist 1 - 45124,108820,22,"Health, Department of ",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=108820"">Public Health Nutritionist 1 - 45124</a>]"
Licensed Psychologist - EOA #22-148,108823,25,"People With Developmental Disabilities, Office for",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=108823"">Licensed Psychologist - EOA #22-148</a>]"
Addictions Counselor 2 (McPike Addiction Treatment Center),108826,18,"Addiction Services and Supports, Office of ",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108826"">Addictions Counselor 2 (McPike Addiction Treatment Center)</a>]"
"Assistant Attorney General, Litigation Bureau (LIT_NYC_AAG/LEPG_3481)",108829,NS,"Attorney General, Office of the",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=108829"">Assistant Attorney General, Litigation Bureau (LIT_NYC_AAG/LEPG_3481)</a>]"
"Briefings and Research Coordinator, Executive Division (EXEC_NYC_BRC_6221)",108831,NS,"Attorney General, Office of the",09/02/22,"[<a href=""vacancyDetailsView.cfm?id=108831"">Briefings and Research Coordinator, Executive Division (EXEC_NYC_BRC_6221)</a>]"
"Assistant Director, Policy and Operations    ",108835,NS,"Empire State Development, NYS ",09/18/22,"[<a href=""vacancyDetailsView.cfm?id=108835"">Assistant Director, Policy and Operations    </a>]"
Project Coordinator/Videographer (Hourly) - Albany,108838,NS,"Labor, Department of ",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=108838"">Project Coordinator/Videographer (Hourly) - Albany</a>]"
Local Government Specialist 1,108842,18,"State, Department of ",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108842"">Local Government Specialist 1</a>]"
Trades Specialist (Plumber/Steamfitter),108846,12,University at Albany,08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108846"">Trades Specialist (Plumber/Steamfitter)</a>]"
Research Scientist 4 (Virology) - 11936,108855,27,"Health, Department of ",08/19/22,"[<a href=""vacancyDetailsView.cfm?id=108855"">Research Scientist 4 (Virology) - 11936</a>]"
Community Nursing Services Consultant - 46660,108858,22,"Health, Department of ",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108858"">Community Nursing Services Consultant - 46660</a>]"
Custodian,108866,04,"Senate, NYS",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=108866"">Custodian</a>]"
Executive Assistant/Office Administrator,108868,08,"Senate, NYS",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=108868"">Executive Assistant/Office Administrator</a>]"
Payroll Processor,108870,07,"Senate, NYS",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=108870"">Payroll Processor</a>]"
Facility Assistant/Bindery,108873,05,"Senate, NYS",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=108873"">Facility Assistant/Bindery</a>]"
Special Assistant,108877,10,"Senate, NYS",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=108877"">Special Assistant</a>]"
District Representative,108879,10,"Senate, NYS",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=108879"">District Representative</a>]"
Registered Nurse (RN),108881,16,"Senate, NYS",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=108881"">Registered Nurse (RN)</a>]"
Accountant I,108885,NS,Environmental Facilities Corporation,08/05/22,"[<a href=""vacancyDetailsView.cfm?id=108885"">Accountant I</a>]"
Facility Operations Assistant 1 (Seasonal),108892,Hourly,"Environmental Conservation, Department of ",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108892"">Facility Operations Assistant 1 (Seasonal)</a>]"
Environmental Program Specialist 1 (EPS Traineeship) - Item# 06715,108894,18,"State Comptroller, Office of the ",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=108894"">Environmental Program Specialist 1 (EPS Traineeship) - Item# 06715</a>]"
Advocacy Specialist 2,108908,18,New York State Justice Center For The Protection Of People With Special Needs,08/03/22,"[<a href=""vacancyDetailsView.cfm?id=108908"">Advocacy Specialist 2</a>]"
"Office Assistant 1, Box OHE-876/03452",108911,06,"Education Department, State",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108911"">Office Assistant 1, Box OHE-876/03452</a>]"
Veterans Benefits Advisor 1 Spanish Language ,108917,18,"Veteran's Affairs, Division of ",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=108917"">Veterans Benefits Advisor 1 Spanish Language </a>]"
"Compliance Manager, Contractor & Supplier Diversity",108924,NS,"Empire State Development, NYS ",09/19/22,"[<a href=""vacancyDetailsView.cfm?id=108924"">Compliance Manager, Contractor &amp; Supplier Diversity</a>]"
Office Assistant 2 (Customer Service),108928,09,"Empire State Development, NYS ",08/19/22,"[<a href=""vacancyDetailsView.cfm?id=108928"">Office Assistant 2 (Customer Service)</a>]"
Project Coordinator (Hourly) - Brooklyn,108930,NS,"Labor, Department of ",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108930"">Project Coordinator (Hourly) - Brooklyn</a>]"
Office Assistant 1 ,108932,Hourly,"Environmental Conservation, Department of ",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=108932"">Office Assistant 1 </a>]"
Associate Commissioner for Leasing Services,108935,665,"General Services, Office of ",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=108935"">Associate Commissioner for Leasing Services</a>]"
"Office Assistant 1, Central Office;",108937,06,"Mental Health, Office of",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=108937"">Office Assistant 1, Central Office;</a>]"
Senior Quantitative Portfolio Analyst,108942,NS,"Insurance Fund, State ",08/20/22,"[<a href=""vacancyDetailsView.cfm?id=108942"">Senior Quantitative Portfolio Analyst</a>]"
Private Markets Portfolio Manager ,108944,NS,"Insurance Fund, State ",08/20/22,"[<a href=""vacancyDetailsView.cfm?id=108944"">Private Markets Portfolio Manager </a>]"
Trades Generalist - 10928,108946,12,"Health, Department of ",10/27/22,"[<a href=""vacancyDetailsView.cfm?id=108946"">Trades Generalist - 10928</a>]"
Hospital Nursing Services Consultant - 3579,108948,22,"Health, Department of ",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=108948"">Hospital Nursing Services Consultant - 3579</a>]"
"Teacher 2, 3, 4",108950,13,"Children & Family Services, Office of ",08/20/22,"[<a href=""vacancyDetailsView.cfm?id=108950"">Teacher 2, 3, 4</a>]"
Office Assistant 1,108956,06,"General Services, Office of ",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=108956"">Office Assistant 1</a>]"
Senior Accountant (Accountant Trainee) - Item# 02656,108969,18,"State Comptroller, Office of the ",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=108969"">Senior Accountant (Accountant Trainee) - Item# 02656</a>]"
"General Counsel (Counsel), NS # 10630",108973,NS,Office of Cannabis Management ,08/03/22,"[<a href=""vacancyDetailsView.cfm?id=108973"">General Counsel (Counsel), NS # 10630</a>]"
Youth Support Specialist (Perm),108975,14,"Children & Family Services, Office of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=108975"">Youth Support Specialist (Perm)</a>]"
Research Scientist 5 (Epidemiology) - 32030,108978,31,"Health, Department of ",08/20/22,"[<a href=""vacancyDetailsView.cfm?id=108978"">Research Scientist 5 (Epidemiology) - 32030</a>]"
Dietitian 2 - CNYDDSO,108984,18,"People With Developmental Disabilities, Office for",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=108984"">Dietitian 2 - CNYDDSO</a>]"
"Senior Licensed Practical Nurse 1/Senior Licensed Practical Nurse 2, Creedmoor Psychiatric Center, P22852",108991,13,"Mental Health, Office of",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=108991"">Senior Licensed Practical Nurse 1/Senior Licensed Practical Nurse 2, Creedmoor Psychiatric Center, P22852</a>]"
"Health Information Management Technician 1, Creedmoor Psychiatric Center, P22897",108993,13,"Mental Health, Office of",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=108993"">Health Information Management Technician 1, Creedmoor Psychiatric Center, P22897</a>]"
RN2 Registered Nurse  RN 2  EOA# 22-245  Orange County,108996,16,"People With Developmental Disabilities, Office for",01/07/23,"[<a href=""vacancyDetailsView.cfm?id=108996"">RN2 Registered Nurse  RN 2  EOA# 22-245  Orange County</a>]"
Building Project Coordinator,109001,14,"Military and Naval Affairs, Division of ",09/30/22,"[<a href=""vacancyDetailsView.cfm?id=109001"">Building Project Coordinator</a>]"
Electronics Security Systems Program Manager,109003,18,"Military and Naval Affairs, Division of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109003"">Electronics Security Systems Program Manager</a>]"
General Mechanic,109005,12,"Military and Naval Affairs, Division of ",09/30/22,"[<a href=""vacancyDetailsView.cfm?id=109005"">General Mechanic</a>]"
General Mechanic,109007,12,"Military and Naval Affairs, Division of ",09/30/22,"[<a href=""vacancyDetailsView.cfm?id=109007"">General Mechanic</a>]"
Maintenance Supervisor 2-REPOST,109010,18,"Military and Naval Affairs, Division of ",09/30/22,"[<a href=""vacancyDetailsView.cfm?id=109010"">Maintenance Supervisor 2-REPOST</a>]"
Air Base Security Guard-REPOST,109013,12,"Military and Naval Affairs, Division of ",09/30/22,"[<a href=""vacancyDetailsView.cfm?id=109013"">Air Base Security Guard-REPOST</a>]"
Air Base Security Guard-REPOST,109015,12,"Military and Naval Affairs, Division of ",09/30/22,"[<a href=""vacancyDetailsView.cfm?id=109015"">Air Base Security Guard-REPOST</a>]"
Nurse Practitioner (Family Health),109017,24,"Children & Family Services, Office of ",10/20/22,"[<a href=""vacancyDetailsView.cfm?id=109017"">Nurse Practitioner (Family Health)</a>]"
Maintenance Assistant,109019,09,"Military and Naval Affairs, Division of ",09/30/22,"[<a href=""vacancyDetailsView.cfm?id=109019"">Maintenance Assistant</a>]"
Facilities Operations Assistant 1 ,109021,06,"Military and Naval Affairs, Division of ",09/30/22,"[<a href=""vacancyDetailsView.cfm?id=109021"">Facilities Operations Assistant 1 </a>]"
Facilities Operations Assistant 1 ,109023,06,"Military and Naval Affairs, Division of ",09/30/22,"[<a href=""vacancyDetailsView.cfm?id=109023"">Facilities Operations Assistant 1 </a>]"
Service & Repair Mechanic (Motor Equipment) - Broome,109026,12,"People With Developmental Disabilities, Office for",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=109026"">Service &amp; Repair Mechanic (Motor Equipment) - Broome</a>]"
"Clinical Director, Psychiatric Center, Central New York Psychiatric Center, P22863",109031,668,"Mental Health, Office of",08/23/22,"[<a href=""vacancyDetailsView.cfm?id=109031"">Clinical Director, Psychiatric Center, Central New York Psychiatric Center, P22863</a>]"
Maintenance Assistant (Seasonal),109037,Hourly,"Environmental Conservation, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109037"">Maintenance Assistant (Seasonal)</a>]"
Addictions Counselor 3 (Kingsboro Addiction Treatment Center),109039,21,"Addiction Services and Supports, Office of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109039"">Addictions Counselor 3 (Kingsboro Addiction Treatment Center)</a>]"
Office Assistant 1,109041,06,"Transportation, Department of ",07/31/22,"[<a href=""vacancyDetailsView.cfm?id=109041"">Office Assistant 1</a>]"
Maintenance Assistant (Seasonal),109045,Hourly,"Environmental Conservation, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109045"">Maintenance Assistant (Seasonal)</a>]"
"Project Coordinator - Transportation Electrification, NS=M4",109047,NS,"Public Service, Department of ",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=109047"">Project Coordinator - Transportation Electrification, NS=M4</a>]"
Maintenance Assistant (Seasonal),109050,Hourly,"Environmental Conservation, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109050"">Maintenance Assistant (Seasonal)</a>]"
Auditor 1,109053,18,"People With Developmental Disabilities, Office for",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=109053"">Auditor 1</a>]"
Maintenance Assistant (Hourly) - St. Lawrence ATC,109056,Hourly,"Addiction Services and Supports, Office of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109056"">Maintenance Assistant (Hourly) - St. Lawrence ATC</a>]"
Maintenance Assistant (Seasonal),109059,Hourly,"Environmental Conservation, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109059"">Maintenance Assistant (Seasonal)</a>]"
Administrative Assistant 1,109062,11,"People With Developmental Disabilities, Office for",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109062"">Administrative Assistant 1</a>]"
Senior Accountant/ Senior Accountant Trainee 1/2,109065,18,"Children & Family Services, Office of ",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109065"">Senior Accountant/ Senior Accountant Trainee 1/2</a>]"
Administrative Specialist 1,109072,18,"General Services, Office of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109072"">Administrative Specialist 1</a>]"
"Equal Opportunity Specialist 3, Central Office;",109075,661,"Mental Health, Office of",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109075"">Equal Opportunity Specialist 3, Central Office;</a>]"
Auditor 2,109079,23,"Agriculture & Markets, Department of ",07/31/22,"[<a href=""vacancyDetailsView.cfm?id=109079"">Auditor 2</a>]"
"Mental Hygiene Program Evaluation Specialist 2, New York State Psychiatric Institute, P22128",109084,18,"Mental Health, Office of",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109084"">Mental Hygiene Program Evaluation Specialist 2, New York State Psychiatric Institute, P22128</a>]"
Service and Repair Assistant (Motor Equipment) (Seasonal),109086,Hourly,"Environmental Conservation, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109086"">Service and Repair Assistant (Motor Equipment) (Seasonal)</a>]"
Information Technology Specialist 3 (Information Security),109089,23,Thruway Authority,08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109089"">Information Technology Specialist 3 (Information Security)</a>]"
"Licensed Master Social Worker 1, Hutchings Psychiatric Center, P23130",109091,18,"Mental Health, Office of",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109091"">Licensed Master Social Worker 1, Hutchings Psychiatric Center, P23130</a>]"
Labor Services Representative/Trainee 1/2 (Hourly) - Bronx,109093,NS,"Labor, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109093"">Labor Services Representative/Trainee 1/2 (Hourly) - Bronx</a>]"
Radio Dispatcher,109097,12,Thruway Authority,08/15/22,"[<a href=""vacancyDetailsView.cfm?id=109097"">Radio Dispatcher</a>]"
Addictions Program Specialist 2 - New York City Regional Office,109100,23,"Addiction Services and Supports, Office of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109100"">Addictions Program Specialist 2 - New York City Regional Office</a>]"
"Hospital Nursing Services Consultant (Nursing Home Program) - 59541, 48632, 87509",109105,22,"Health, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109105"">Hospital Nursing Services Consultant (Nursing Home Program) - 59541, 48632, 87509</a>]"
Youth Support Specialist (Hourly),109112,NS,"Children & Family Services, Office of ",08/22/22,"[<a href=""vacancyDetailsView.cfm?id=109112"">Youth Support Specialist (Hourly)</a>]"
